2.17E-11,2016,2
8.10E-11,-196,2
3.40E-10,-436,2
1.30E-09,761,2
5.70E-09,685,2
2.10E-08,3279,2
8.70E-08,7802,2
3.40E-07,11669,2
1.50E-06,12538,2
5.70E-06,9012,2
2.82E-11,-1104,3
1.17E-10,-769,3
4.68E-10,1455,3
1.79E-09,2693,3
7.16E-09,7134,3
2.87E-08,11288,3
1.21E-07,14498,3
4.50E-07,16188,3
1.87E-06,13237,3
1.64E-11,988,4
6.93E-11,1734,4
2.58E-10,4491,4
1.11E-09,9015,4
4.35E-09,13580,4
1.79E-08,17159,4
7.38E-08,18438,4
2.90E-07,18485,4
1.14E-06,17958,4
